GISPROPNUM,COMMUNITYB,COUNCILDIS,PRECINCT,ZIPCODE,SubZnName,DIMENSIONS,FIELD_LIGH,FIELD_NUMB,NAME,SURFACE_TY,Zone_Name,Frisbee,AdultBaseb,AdultSoftb,AdultFootb,Youthfootb,NonRegulat,LLBaseb13a,LLBaseb12a,TBall,LLSoftball,Kickball,Cricket,Tennis,Basketball,Hockey,TrackandFi,Lacrosse,Handball,Volleyball,Netball,Bocce,Rugby,FlagFootba,Wheelchair
B139,304,34,83,11221,Basketball-02,Full Court,No,2,,Asphalt,Heckscher Playground,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
B139,304,34,83,11221,Basketball-01,Full Court,No,1,,Asphalt,Heckscher Playground,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
B139,304,34,83,11221,Basketball-04,Half Court,No,4,,Asphalt,Heckscher Playground,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
B139,304,34,83,11221,Basketball-03,Half Court,No,3,,Asphalt,Heckscher Playground,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
B139,304,34,83,11221,Handball-01,Handball,No,1,,Asphalt,Heckscher Playground,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B139,304,34,83,11221,Handball-02,Handball,No,2,,Asphalt,Heckscher Playground,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B139,304,34,83,11221,Multi Purpose Play Area-01,45-146ft W x 75-294ft L,No,1,,Asphalt,Heckscher Playground,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes
B140,303,36,79,11216,Multi Purpose Play Area-01,147-295ft W x 295-393ft L,No,1,,Asphalt,Banneker Playground (PS 256),No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No
B140,303,36,79,11216,Basketball-01,Full Court,No,1,,Asphalt,Banneker Playground (PS 256),No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
B140,303,36,79,11216,Basketball-02,Half Court,No,2,,Asphalt,Banneker Playground (PS 256),No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
B140,303,36,79,11216,Handball-04,Handball,No,4,,Asphalt,Banneker Playground (PS 256),No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B140,303,36,79,11216,Handball-02,Handball,No,2,,Asphalt,Banneker Playground (PS 256),No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B140,303,36,79,11216,Handball-03,Handball,No,3,,Asphalt,Banneker Playground (PS 256),No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B140,303,36,79,11216,Handball-01,Handball,No,1,,Asphalt,Banneker Playground (PS 256),No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B141,305,37,75,11208,Multi Purpose Play Area-01,45-146ft W x 75-294ft L,No,1,,Asphalt,City Line Park (IS 292),Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No
B141,305,37,75,11208,Baseball-01,"90ft base path, 200+ft fence",Yes,1,,Natural,City Line Park (IS 292),No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
B141,305,37,75,11208,Basketball-06,Half Court,No,6,,Asphalt,City Line Park (IS 292),No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
B141,305,37,75,11208,Basketball-05,Half Court,No,5,,Asphalt,City Line Park (IS 292),No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
B141,305,37,75,11208,Basketball-03,Half Court,No,3,,Asphalt,City Line Park (IS 292),No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
B141,305,37,75,11208,Basketball-04,Half Court,No,4,,Asphalt,City Line Park (IS 292),No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
B141,305,37,75,11208,Basketball-02,Full Court,No,2,,Asphalt,City Line Park (IS 292),No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
B141,305,37,75,11208,Basketball-01,Full Court,No,1,,Asphalt,City Line Park (IS 292),No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
B141,305,37,75,11208,Handball-01,Handball,No,1,,Asphalt,City Line Park (IS 292),No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B141,305,37,75,11208,Handball-02,Handball,No,2,,Asphalt,City Line Park (IS 292),No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B142,301,33,90,11211,Basketball-02,Full Court,No,2,,Asphalt,Bedford Playground,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
B142,301,33,90,11211,Basketball-01,Full Court,No,1,,Asphalt,Bedford Playground,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
B142,301,33,90,11211,Handball-02,Handball,No,2,,Asphalt,Bedford Playground,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B142,301,33,90,11211,Handball-01,Handball,No,1,,Asphalt,Bedford Playground,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B144,316,41,73,11233,Softball-01,"60ft base path, 150-200ft fence",No,1,,Asphalt,Ocean Hill Playground (IS 55),No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
B144,316,41,73,11233,Basketball-03,Full Court,No,3,,Asphalt,Ocean Hill Playground (IS 55),No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
B144,316,41,73,11233,Basketball-02,Full Court,No,2,,Asphalt,Ocean Hill Playground (IS 55),No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
B144,316,41,73,11233,Basketball-01,Full Court,No,1,,Asphalt,Ocean Hill Playground (IS 55),No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
B144,316,41,73,11233,Handball-03,Handball,No,3,,Asphalt,Ocean Hill Playground (IS 55),No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B144,316,41,73,11233,Handball-01,Handball,No,1,,Asphalt,Ocean Hill Playground (IS 55),No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B144,316,41,73,11233,Handball-02,Handball,No,2,,Asphalt,Ocean Hill Playground (IS 55),No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B145,306,33,78,11217,Basketball-04,Half Court,No,4,,Asphalt,Thomas Greene Playground,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
B145,306,33,78,11217,Basketball-03,Half Court,No,3,,Asphalt,Thomas Greene Playground,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
B145,306,33,78,11217,Basketball-01,Full Court,No,1,,Asphalt,Thomas Greene Playground,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
B145,306,33,78,11217,Basketball-02,Full Court,No,2,,Asphalt,Thomas Greene Playground,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
B145,306,33,78,11217,Handball-02,Handball,No,2,,Asphalt,Thomas Greene Playground,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B145,306,33,78,11217,Handball-08,Handball,No,8,,Asphalt,Thomas Greene Playground,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B145,306,33,78,11217,Handball-06,Handball,No,6,,Asphalt,Thomas Greene Playground,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B145,306,33,78,11217,Handball-04,Handball,No,4,,Asphalt,Thomas Greene Playground,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B145,306,33,78,11217,Handball-05,Handball,No,5,,Asphalt,Thomas Greene Playground,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B145,306,33,78,11217,Handball-01,Handball,No,1,,Asphalt,Thomas Greene Playground,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B145,306,33,78,11217,Handball-07,Handball,No,7,,Asphalt,Thomas Greene Playground,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B145,306,33,78,11217,Handball-03,Handball,No,3,,Asphalt,Thomas Greene Playground,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B052,310,38,68,11220,Dust Bowl-Softball-02,"60ft base path, 150-200ft fence",Yes,2,Dust Bowl,Synthetic,Leif Ericson Park,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
B052,310,38,68,11220,Dust Bowl-Softball-01,"60ft base path, 150-200ft fence",Yes,1,Dust Bowl,Synthetic,Leif Ericson Park,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
B052,310,38,68,11220,Dust Bowl-Football-01,147-295ft W x 295-393ft L,Yes,1,Dust Bowl,Synthetic,Leif Ericson Park,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No
B147,318,46,63,11234,Softball-01,"60ft base path, 150-200ft fence",No,1,,Natural,Monsignor Crawford Field,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
B147,318,46,63,11234,Softball-02,"60ft base path, 150-200ft fence",No,2,,Natural,Monsignor Crawford Field,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
B149A,305,42,75,11208,Handball-01,Handball,No,1,,Asphalt,Elton Playground,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B149A,305,42,75,11208,Handball-03,Handball,No,3,,Asphalt,Elton Playground,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B149A,305,42,75,11208,Handball-02,Handball,No,2,,Asphalt,Elton Playground,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B149A,305,42,75,11208,Handball-04,Handball,No,4,,Asphalt,Elton Playground,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B149B,305,42,75,11208,Basketball-01,Full Court,No,1,,Asphalt,Linwood Playground,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
B149B,305,42,75,11208,Basketball-02,Full Court,No,2,,Asphalt,Linwood Playground,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
B150,314,48,70,11230,Rachel Haber Cohen Playground-Basketball-02,Half Court,No,2,Rachel Haber Cohen Playground,Asphalt,Kolbert Playground,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
B150,314,48,70,11230,Rachel Haber Cohen Playground-Basketball-01,Full Court,No,1,Rachel Haber Cohen Playground,Asphalt,Kolbert Playground,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
B150,314,48,70,11230,Rachel Haber Cohen Playground-Handball-03,Handball,No,3,Rachel Haber Cohen Playground,Asphalt,Kolbert Playground,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B150,314,48,70,11230,Rachel Haber Cohen Playground-Handball-02,Handball,No,2,Rachel Haber Cohen Playground,Asphalt,Kolbert Playground,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B150,314,48,70,11230,Rachel Haber Cohen Playground-Handball-01,Handball,No,1,Rachel Haber Cohen Playground,Asphalt,Kolbert Playground,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B150,314,48,70,11230,Rachel Haber Cohen Playground-Handball-04,Handball,No,4,Rachel Haber Cohen Playground,Asphalt,Kolbert Playground,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B151,312,39,66,11218,Basketball-01,Half Court,No,1,,Asphalt,Dome Playground,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
B151,312,39,66,11218,Basketball-03,Half Court,No,3,,Asphalt,Dome Playground,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
B151,312,39,66,11218,Basketball-04,Half Court,No,4,,Asphalt,Dome Playground,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
B151,312,39,66,11218,Basketball-02,Half Court,No,2,,Asphalt,Dome Playground,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
B151,312,39,66,11218,Handball-02,Handball,No,2,,Concrete,Dome Playground,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B151,312,39,66,11218,Handball-01,Handball,No,1,,Concrete,Dome Playground,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B152,312,39,66,11219,Basketball-01,Full Court,No,1,,Asphalt,Rappaport Playground,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
B152,312,39,66,11219,Handball-01,Handball,No,1,,Asphalt,Rappaport Playground,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B152,312,39,66,11219,Handball-02,Handball,No,2,,Asphalt,Rappaport Playground,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B152,312,39,66,11219,Hockey-01,Hockey,Yes,1,,Asphalt,Rappaport Playground,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No
B153,316,41,73,11233,Basketball-03,Full Court,No,3,,Asphalt,South Pacific Playground,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
B153,316,41,73,11233,Basketball-02,Full Court,No,2,,Asphalt,South Pacific Playground,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
B153,316,41,73,11233,Basketball-01,Full Court,No,1,,Asphalt,South Pacific Playground,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
B153,316,41,73,11233,Handball-01,Handball,No,1,,Asphalt,South Pacific Playground,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B153,316,41,73,11233,Handball-02,Handball,No,2,,Concrete,South Pacific Playground,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B154,301,34,90,11211,Basketball-01,Full Court,No,1,,Asphalt,Berry Playground,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
B156,316,37,73,11212,Basketball-01,Full Court,No,1,,Asphalt,Powell Playground,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
B156,316,37,73,11212,Handball-01,Handball,No,1,,Asphalt,Powell Playground,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B156,316,37,73,11212,Handball-03,Handball,No,3,,Concrete,Powell Playground,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B156,316,37,73,11212,Handball-04,Handball,No,4,,Asphalt,Powell Playground,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B156,316,37,73,11212,Handball-02,Handball,No,2,,Asphalt,Powell Playground,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B157,315,48,61,11229,Basketball-05,Half Court,No,5,,Asphalt,Kelly Park Playground (PS 255),No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
B157,315,48,61,11229,Basketball-03,Half Court,No,3,,Asphalt,Kelly Park Playground (PS 255),No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
B157,315,48,61,11229,Basketball-04,Half Court,No,4,,Asphalt,Kelly Park Playground (PS 255),No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
B157,315,48,61,11229,Basketball-06,Half Court,No,6,,Asphalt,Kelly Park Playground (PS 255),No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
B157,315,48,61,11229,Basketball-02,Full Court,No,2,,Asphalt,Kelly Park Playground (PS 255),No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
B157,315,48,61,11229,Basketball-01,Full Court,No,1,,Asphalt,Kelly Park Playground (PS 255),No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
B157,315,48,61,11229,Handball-02,Handball,No,2,,Asphalt,Kelly Park Playground (PS 255),No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B157,315,48,61,11229,Handball-03,Handball,No,3,,Asphalt,Kelly Park Playground (PS 255),No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B157,315,48,61,11229,Handball-04,Handball,No,4,,Asphalt,Kelly Park Playground (PS 255),No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B157,315,48,61,11229,Handball-01,Handball,No,1,,Asphalt,Kelly Park Playground (PS 255),No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B161,308,35,77,11238,Handball-02,Handball,No,2,,Asphalt,Underhill Playground,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B161,308,35,77,11238,Handball-01,Handball,No,1,,Asphalt,Underhill Playground,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B162,312,38,66,11219,Bocce-01,Bocce,No,1,,Sand,Brizzi Playground,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
B163,305,37,75,11208,Softball-01,"60ft base path, 150-200ft fence",No,1,,Synthetic,Sperandeo Brothers Playground (IS 302),No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
B163,305,37,75,11208,Basketball-01,Full Court,No,1,,Asphalt,Sperandeo Brothers Playground (IS 302),No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
B163,305,37,75,11208,Handball-01,Handball,No,1,,Asphalt,Sperandeo Brothers Playground (IS 302),No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B163,305,37,75,11208,Handball-03,Handball,No,3,,Asphalt,Sperandeo Brothers Playground (IS 302),No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B163,305,37,75,11208,Handball-02,Handball,No,2,,Asphalt,Sperandeo Brothers Playground (IS 302),No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B163,305,37,75,11208,Handball-04,Handball,No,4,,Asphalt,Sperandeo Brothers Playground (IS 302),No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B163,305,37,75,11208,Soccer-01,45-146ft W x 75-294ft L,No,1,,Synthetic,Sperandeo Brothers Playground (IS 302),Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No
B163,305,37,75,11208,Tennis-02,Tennis,No,2,,Asphalt,Sperandeo Brothers Playground (IS 302),No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No
B163,305,37,75,11208,Tennis-03,Tennis,No,3,,Asphalt,Sperandeo Brothers Playground (IS 302),No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No
B163,305,37,75,11208,Tennis-01,Tennis,No,1,,Asphalt,Sperandeo Brothers Playground (IS 302),No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No
B166D,318,46,63,11234,Baseball-05,"60ft base path, 150-200ft fence",No,5,,Natural,McGuire Fields,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
B163,305,37,75,11208,Jogging Path-Track-01,Track,No,1,Jogging Path,Asphalt,Sperandeo Brothers Playground (IS 302),No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No
B164,311,50,62,11214,Softball-01,"60ft base path, 150-200ft fence",No,1,,Natural,Bath Beach Park,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
B164,311,50,62,11214,Basketball-02,Full Court,No,2,,Asphalt,Bath Beach Park,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
B164,311,50,62,11214,Basketball-01,Full Court,No,1,,Asphalt,Bath Beach Park,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
B164,311,50,62,11214,Bocce-01,Bocce,No,1,,Asphalt,Bath Beach Park,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
B164,311,50,62,11214,Bocce-02,Bocce,No,2,,Asphalt,Bath Beach Park,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
B164,311,50,62,11214,Football-01,60 x 360ft rectangular,No,1,,Natural,Bath Beach Park,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
B164,311,50,62,11214,Handball-01,Handball,No,1,,Asphalt,Bath Beach Park,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B164,311,50,62,11214,Handball-02,Handball,No,2,,Asphalt,Bath Beach Park,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B164,311,50,62,11214,Handball-03,Handball,No,3,,Asphalt,Bath Beach Park,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B164,311,50,62,11214,Handball-04,Handball,No,4,,Asphalt,Bath Beach Park,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B164,311,50,62,11214,Multi Purpose Play Area-01,45-146ft W x 75-294ft L,No,1,,Asphalt,Bath Beach Park,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No
B166B,315,48,61,11235,Multi Purpose Play Area-01,45-146ft W x 75-294ft L,No,1,,Asphalt,Homecrest Playground,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No
B166B,315,48,61,11235,Basketball-01,Full Court,No,1,,Asphalt,Homecrest Playground,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
B166B,315,48,61,11235,Handball-07,Handball,No,7,,Asphalt,Homecrest Playground,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B166B,315,48,61,11235,Handball-05,Handball,No,5,,Asphalt,Homecrest Playground,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B166B,315,48,61,11235,Handball-06,Handball,No,6,,Asphalt,Homecrest Playground,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B166B,315,48,61,11235,Handball-03,Handball,No,3,,Asphalt,Homecrest Playground,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B166B,315,48,61,11235,Handball-01,Handball,No,1,,Asphalt,Homecrest Playground,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B166B,315,48,61,11235,Handball-04,Handball,No,4,,Asphalt,Homecrest Playground,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B166B,315,48,61,11235,Handball-08,Handball,No,8,,Asphalt,Homecrest Playground,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B166B,315,48,61,11235,Handball-02,Handball,No,2,,Asphalt,Homecrest Playground,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
B166D,318,46,63,11234,Football-02,60 x 360ft rectangular,No,2,,Synthetic,McGuire Fields,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No
B166C,313,47,60,11214,Softball-04,"60ft base path, 150-200ft fence",No,4,,Natural,Coney Island Boat Basin/Six Diamonds,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
B166C,313,47,60,11214,Softball-01,"60ft base path, 150-200ft fence",No,1,,Natural,Coney Island Boat Basin/Six Diamonds,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
B166C,313,47,60,11214,Baseball-02,"90ft base path, 200+ft fence",No,2,,Natural,Coney Island Boat Basin/Six Diamonds,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
B166C,313,47,60,11214,Baseball-03,"90ft base path, 200+ft fence",No,3,,Natural,Coney Island Boat Basin/Six Diamonds,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
